return_id,order_id,return_date,return_reason,return_quantity,refund_amount
RET-000907,ORD-0013081,2023-07-05,Quality Issue,1,1849.0
RET-000908,ORD-0013083,2024-11-13,Quality Issue,1,559.2
RET-000909,ORD-0013099,2023-06-20,Damaged Product,1,279.65
RET-000910,ORD-0013102,2023-10-18,Quality Issue,1,619.0
RET-000911,ORD-0013110,2022-06-11,Size Issue,2,1338.0
RET-000912,ORD-0013112,2024-10-15,Damaged Product,1,526.15
RET-000913,ORD-0013117,2024-09-25,Quality Issue,2,2126.4
RET-000914,ORD-0013122,2023-03-27,Damaged Product,1,309.0
RET-000915,ORD-0013129,2024-07-04,Quality Issue,1,150.0
RET-000916,ORD-0013143,2023-09-26,Changed Mind,1,949.0
RET-000917,ORD-0013160,2023-11-08,Wrong Product,1,519.0
RET-000918,ORD-0013168,2024-01-11,Wrong Product,1,639.0
RET-000919,ORD-0013173,2024-07-13,Quality Issue,1,1538.05
RET-000920,ORD-0013183,2022-12-25,Wrong Product,1,709.0
RET-000921,ORD-0013202,2023-05-31,Wrong Product,1,309.0
RET-000922,ORD-0013218,2023-09-30,Late Delivery,1,1647.2
RET-000923,ORD-0013230,2022-08-23,Size Issue,1,3799.0
RET-000924,ORD-0013252,2024-04-21,Quality Issue,1,989.0
RET-000925,ORD-0013262,2023-07-22,Changed Mind,1,969.0
RET-000926,ORD-0013263,2024-06-06,Damaged Product,1,619.0
RET-000927,ORD-0013292,2022-11-21,Damaged Product,1,2693.65
RET-000928,ORD-0013296,2024-12-24,Size Issue,1,649.0
RET-000929,ORD-0013307,2024-12-05,Size Issue,1,781.15
RET-000930,ORD-0013312,2023-10-24,Size Issue,1,584.1
RET-000931,ORD-0013330,2024-04-07,Wrong Product,1,463.2
RET-000932,ORD-0013336,2022-08-21,Quality Issue,1,699.0
RET-000933,ORD-0013337,2023-10-02,Changed Mind,1,142.5
RET-000934,ORD-0013338,2024-09-16,Changed Mind,1,989.1
RET-000935,ORD-0013353,2024-10-08,Changed Mind,1,1196.1
RET-000936,ORD-0013369,2023-11-02,Quality Issue,1,299.25
RET-000937,ORD-0013410,2024-10-06,Quality Issue,1,17041.65
RET-000938,ORD-0013415,2024-09-14,Size Issue,1,4009.0
RET-000939,ORD-0013417,2024-12-08,Wrong Product,1,191.2
RET-000940,ORD-0013425,2023-12-06,Changed Mind,1,135.15
RET-000941,ORD-0013433,2022-06-23,Size Issue,1,968.05
RET-000942,ORD-0013436,2023-10-06,Size Issue,1,1086.75
RET-000943,ORD-0013458,2024-06-29,Damaged Product,1,436.05
RET-000944,ORD-0013468,2024-01-26,Wrong Product,1,1443.05
RET-000945,ORD-0013469,2024-12-18,Changed Mind,1,284.05
RET-000946,ORD-0013480,2023-10-18,Quality Issue,1,242.1
RET-000947,ORD-0013504,2024-04-01,Changed Mind,1,769.0
RET-000948,ORD-0013515,2024-10-08,Quality Issue,1,10275.3
RET-000949,ORD-0013526,2022-08-09,Wrong Product,1,1023.2
RET-000950,ORD-0013543,2024-11-09,Damaged Product,1,3519.0
RET-000951,ORD-0013546,2023-06-26,Size Issue,1,829.0
RET-000952,ORD-0013556,2023-07-01,Size Issue,1,431.2
RET-000953,ORD-0013560,2024-10-11,Damaged Product,1,1449.0
RET-000954,ORD-0013564,2024-06-22,Damaged Product,1,20979.0
RET-000955,ORD-0013592,2023-12-22,Quality Issue,1,739.0
RET-000956,ORD-0013606,2023-06-15,Changed Mind,2,2974.4
RET-000957,ORD-0013608,2023-10-23,Changed Mind,1,3207.2
RET-000958,ORD-0013643,2024-12-14,Size Issue,1,3399.0
RET-000959,ORD-0013666,2024-06-17,Quality Issue,4,2476.0
RET-000960,ORD-0013677,2024-06-18,Size Issue,1,1199.0
RET-000961,ORD-0013731,2024-08-14,Wrong Product,1,512.05
RET-000962,ORD-0013756,2024-02-18,Damaged Product,1,1281.55
RET-000963,ORD-0013758,2024-03-08,Size Issue,1,569.0
RET-000964,ORD-0013769,2024-11-29,Size Issue,1,1599.0
RET-000965,ORD-0013774,2024-01-23,Quality Issue,1,889.0
RET-000966,ORD-0013788,2023-01-21,Wrong Product,1,669.0
RET-000967,ORD-0013792,2023-10-12,Changed Mind,1,636.65
RET-000968,ORD-0013819,2023-12-06,Damaged Product,1,239.25
RET-000969,ORD-0013858,2024-04-07,Damaged Product,1,436.05
RET-000970,ORD-0013860,2024-01-23,Wrong Product,1,534.65
RET-000971,ORD-0013867,2024-04-14,Changed Mind,1,989.1
RET-000972,ORD-0013877,2023-03-07,Quality Issue,1,1169.0
RET-000973,ORD-0013880,2024-01-17,Wrong Product,1,329.0
RET-000974,ORD-0013898,2022-10-25,Changed Mind,1,2523.65
RET-000975,ORD-0013959,2022-06-13,Quality Issue,1,1569.0
RET-000976,ORD-0013993,2024-06-21,Damaged Product,1,969.0
RET-000977,ORD-0014003,2024-01-27,Changed Mind,1,368.1
RET-000978,ORD-0014007,2023-05-16,Damaged Product,1,3089.0
RET-000979,ORD-0014031,2024-08-13,Late Delivery,1,1859.0
RET-000980,ORD-0014033,2023-10-01,Quality Issue,1,70.0
RET-000981,ORD-0014041,2024-04-29,Damaged Product,1,1979.1
RET-000982,ORD-0014060,2023-11-16,Wrong Product,1,695.2
RET-000983,ORD-0014061,2023-12-07,Size Issue,1,919.0
RET-000984,ORD-0014063,2022-11-29,Quality Issue,1,87.2
RET-000985,ORD-0014067,2023-10-19,Damaged Product,2,1018.0
RET-000986,ORD-0014080,2024-09-06,Wrong Product,1,647.2
RET-000987,ORD-0014136,2024-09-24,Quality Issue,2,6356.3
RET-000988,ORD-0014141,2024-11-28,Wrong Product,1,611.1
RET-000989,ORD-0014146,2023-01-31,Quality Issue,1,6919.0
RET-000990,ORD-0014147,2022-11-13,Damaged Product,2,950.6
RET-000991,ORD-0014153,2023-05-08,Damaged Product,1,589.0
RET-000992,ORD-0014174,2024-02-01,Wrong Product,1,246.05
RET-000993,ORD-0014196,2024-03-23,Damaged Product,1,349.0
RET-000994,ORD-0014199,2024-05-17,Wrong Product,1,639.0
RET-000995,ORD-0014267,2024-12-06,Damaged Product,1,219.0
RET-000996,ORD-0014271,2024-03-27,Size Issue,1,1151.2
RET-000997,ORD-0014288,2024-12-09,Changed Mind,1,709.0
RET-000998,ORD-0014293,2024-03-24,Size Issue,1,669.0
RET-000999,ORD-0014295,2024-05-04,Quality Issue,1,1196.05
RET-001000,ORD-0014323,2024-05-13,Quality Issue,1,1813.55
RET-001001,ORD-0014333,2022-07-07,Quality Issue,1,809.0
RET-001002,ORD-0014349,2024-05-26,Quality Issue,1,239.0
RET-001003,ORD-0014352,2024-06-07,Late Delivery,1,1629.0
RET-001004,ORD-0014354,2024-03-08,Late Delivery,1,475.15
RET-001005,ORD-0014376,2023-12-16,Size Issue,1,2789.1
RET-001006,ORD-0014379,2022-08-08,Changed Mind,2,9418.0
RET-001007,ORD-0014395,2023-07-05,Damaged Product,1,1099.0
RET-001008,ORD-0014404,2023-08-22,Size Issue,1,1079.0
RET-001009,ORD-0014426,2023-08-26,Size Issue,2,3721.3
RET-001010,ORD-0014427,2024-01-08,Size Issue,1,1519.05
RET-001011,ORD-0014435,2024-02-15,Late Delivery,1,549.0
RET-001012,ORD-0014448,2024-02-18,Quality Issue,1,773.1
RET-001013,ORD-0014468,2023-10-31,Quality Issue,1,2751.75
RET-001014,ORD-0014469,2023-01-22,Wrong Product,1,309.0
RET-001015,ORD-0014481,2024-12-23,Late Delivery,1,479.2
RET-001016,ORD-0014522,2024-09-09,Damaged Product,1,1949.0
RET-001017,ORD-0014523,2024-07-15,Damaged Product,1,889.0
RET-001018,ORD-0014527,2023-08-03,Size Issue,1,1279.0
RET-001019,ORD-0014533,2023-07-21,Changed Mind,2,1879.1
RET-001020,ORD-0014549,2024-01-14,Late Delivery,1,458.15
RET-001021,ORD-0014550,2024-11-30,Damaged Product,1,60.0
RET-001022,ORD-0014564,2023-06-24,Size Issue,2,3038.1
RET-001023,ORD-0014567,2023-10-15,Size Issue,1,458.1
RET-001024,ORD-0014571,2024-05-07,Late Delivery,1,1299.0
RET-001025,ORD-0014586,2023-10-13,Damaged Product,2,1647.3
RET-001026,ORD-0014604,2022-10-11,Quality Issue,1,1325.15
RET-001027,ORD-0014619,2024-10-10,Late Delivery,1,76.3
RET-001028,ORD-0014631,2024-02-03,Quality Issue,2,6038.0
RET-001029,ORD-0014639,2024-09-08,Quality Issue,1,787.55
RET-001030,ORD-0014644,2022-11-20,Other,1,191.2
RET-001031,ORD-0014665,2023-07-19,Changed Mind,1,293.55
RET-001032,ORD-0014686,2024-10-09,Wrong Product,1,569.25
RET-001033,ORD-0014695,2023-09-19,Size Issue,1,1851.55
RET-001034,ORD-0014706,2023-11-21,Late Delivery,1,28439.1
RET-001035,ORD-0014710,2024-03-08,Size Issue,1,3077.1
RET-001036,ORD-0014711,2024-10-11,Size Issue,2,2174.3
RET-001037,ORD-0014737,2023-09-01,Wrong Product,1,59.5
RET-001038,ORD-0014740,2024-08-25,Damaged Product,1,579.0
RET-001039,ORD-0014755,2023-07-06,Size Issue,1,1551.2
RET-001040,ORD-0014758,2024-09-05,Quality Issue,2,287.3
RET-001041,ORD-0014770,2023-09-24,Quality Issue,1,422.1
RET-001042,ORD-0014787,2023-10-13,Quality Issue,1,23501.65
RET-001043,ORD-0014822,2022-08-21,Quality Issue,1,854.1
RET-001044,ORD-0014845,2024-04-19,Damaged Product,1,269.0
RET-001045,ORD-0014848,2023-12-01,Damaged Product,1,3375.2
RET-001046,ORD-0014855,2023-10-27,Quality Issue,1,364.65
RET-001047,ORD-0014859,2023-08-22,Size Issue,1,2829.0
RET-001048,ORD-0014866,2023-10-07,Late Delivery,2,898.2
RET-001049,ORD-0014889,2024-11-04,Damaged Product,1,483.65
RET-001050,ORD-0014913,2023-01-25,Late Delivery,1,293.55
RET-001051,ORD-0014930,2023-10-07,Changed Mind,1,431.2
RET-001052,ORD-0014959,2023-10-09,Changed Mind,1,989.1
RET-001053,ORD-0014977,2022-08-27,Late Delivery,1,94.05
RET-001054,ORD-0014999,2024-09-18,Wrong Product,1,1199.0
RET-001055,ORD-0015022,2024-01-16,Damaged Product,3,1935.15
RET-001056,ORD-0015065,2024-05-15,Quality Issue,1,2965.65
RET-001057,ORD-0015067,2024-09-03,Changed Mind,1,377.1
RET-001058,ORD-0015085,2023-09-28,Wrong Product,1,247.2
RET-001059,ORD-0015124,2023-10-03,Size Issue,1,1849.0
RET-001060,ORD-0015132,2023-11-04,Quality Issue,1,6889.0
RET-001061,ORD-0015137,2022-07-25,Wrong Product,2,286.4
RET-001062,ORD-0015141,2022-12-23,Wrong Product,1,3349.0
RET-001063,ORD-0015146,2024-11-22,Damaged Product,1,5786.1
RET-001064,ORD-0015170,2023-06-25,Damaged Product,1,5879.0
RET-001065,ORD-0015176,2023-08-02,Changed Mind,1,296.1
RET-001066,ORD-0015180,2022-03-21,Quality Issue,2,7618.0
RET-001067,ORD-0015194,2024-04-13,Changed Mind,1,413.1
RET-001068,ORD-0015199,2023-05-17,Wrong Product,2,2525.1
RET-001069,ORD-0015207,2022-07-14,Damaged Product,1,1409.0
RET-001070,ORD-0015243,2022-09-11,Damaged Product,2,6038.0
RET-001071,ORD-0015252,2024-08-26,Other,2,4881.1
RET-001072,ORD-0015271,2023-09-04,Damaged Product,1,549.0
RET-001073,ORD-0015277,2024-09-22,Late Delivery,1,5379.0
RET-001074,ORD-0015284,2022-12-02,Damaged Product,1,344.25
RET-001075,ORD-0015287,2024-12-20,Damaged Product,1,2589.0
RET-001076,ORD-0015302,2024-04-16,Quality Issue,1,807.2
RET-001077,ORD-0015310,2022-10-22,Size Issue,1,363.3
RET-001078,ORD-0015314,2024-09-18,Wrong Product,1,199.2
RET-001079,ORD-0015315,2023-08-20,Damaged Product,1,2019.0
RET-001080,ORD-0015335,2024-08-13,Size Issue,1,2022.55
RET-001081,ORD-0015336,2024-11-12,Changed Mind,1,959.25
RET-001082,ORD-0015354,2024-12-24,Damaged Product,1,839.0
RET-001083,ORD-0015360,2024-10-31,Size Issue,2,9098.0
RET-001084,ORD-0015392,2022-12-28,Changed Mind,1,23057.1
RET-001085,ORD-0015412,2024-10-12,Damaged Product,5,3905.75
RET-001086,ORD-0015427,2024-03-31,Damaged Product,1,3019.0
RET-001087,ORD-0015456,2023-10-13,Quality Issue,1,953.1
RET-001088,ORD-0015460,2024-04-06,Quality Issue,1,1399.2
RET-001089,ORD-0015499,2024-06-19,Size Issue,2,2248.2
RET-001090,ORD-0015513,2023-09-10,Size Issue,2,663.1
RET-001091,ORD-0015516,2023-09-06,Other,2,6334.2
RET-001092,ORD-0015522,2023-01-20,Damaged Product,1,4029.0
RET-001093,ORD-0015534,2024-03-04,Size Issue,1,619.0
RET-001094,ORD-0015536,2024-05-18,Quality Issue,1,179.0
RET-001095,ORD-0015537,2024-06-17,Quality Issue,1,2146.05
RET-001096,ORD-0015538,2023-11-17,Size Issue,1,5022.65
RET-001097,ORD-0015542,2022-09-20,Changed Mind,1,407.2
RET-001098,ORD-0015571,2024-03-13,Changed Mind,1,3050.65
RET-001099,ORD-0015578,2023-10-15,Wrong Product,1,3611.3
RET-001100,ORD-0015589,2023-07-22,Quality Issue,1,279.0
RET-001101,ORD-0015601,2024-02-15,Late Delivery,1,989.1
RET-001102,ORD-0015602,2023-09-04,Damaged Product,1,769.0
RET-001103,ORD-0015603,2023-02-02,Damaged Product,1,4407.05
RET-001104,ORD-0015614,2024-05-03,Changed Mind,4,2196.0
RET-001105,ORD-0015662,2022-09-03,Size Issue,1,3514.05
RET-001106,ORD-0015697,2023-03-21,Damaged Product,1,1215.05
RET-001107,ORD-0015718,2024-10-18,Other,1,1367.65
RET-001108,ORD-0015720,2022-11-30,Quality Issue,1,384.3
RET-001109,ORD-0015721,2024-10-14,Damaged Product,2,2803.5
RET-001110,ORD-0015731,2023-07-24,Damaged Product,1,709.0
RET-001111,ORD-0015732,2023-10-23,Late Delivery,1,1199.2
RET-001112,ORD-0015747,2023-01-18,Damaged Product,1,749.0
RET-001113,ORD-0015761,2024-01-18,Size Issue,1,2659.0
RET-001114,ORD-0015800,2023-05-19,Other,1,3747.65
RET-001115,ORD-0015810,2022-09-24,Size Issue,2,1498.0
RET-001116,ORD-0015824,2024-06-20,Late Delivery,1,3469.0
RET-001117,ORD-0015837,2023-11-22,Changed Mind,1,3495.2
RET-001118,ORD-0015850,2023-06-01,Quality Issue,2,558.0
RET-001119,ORD-0015852,2024-04-12,Wrong Product,1,407.2
RET-001120,ORD-0015857,2023-04-13,Changed Mind,1,1376.55
RET-001121,ORD-0015858,2024-09-15,Damaged Product,1,636.65
RET-001122,ORD-0015866,2023-11-06,Size Issue,4,14446.6
RET-001123,ORD-0015870,2024-11-07,Size Issue,1,476.1
RET-001124,ORD-0015882,2024-05-22,Late Delivery,4,1036.0
RET-001125,ORD-0015923,2023-06-22,Late Delivery,1,521.55
RET-001126,ORD-0015956,2023-05-11,Size Issue,1,3181.55
RET-001127,ORD-0015976,2024-07-01,Size Issue,1,5409.0
RET-001128,ORD-0015989,2023-01-31,Damaged Product,1,2070.05
RET-001129,ORD-0016003,2023-02-15,Size Issue,1,3238.55
RET-001130,ORD-0016014,2023-07-06,Damaged Product,1,2041.55
RET-001131,ORD-0016019,2023-01-10,Damaged Product,1,299.0
RET-001132,ORD-0016026,2022-12-04,Size Issue,1,3399.2
RET-001133,ORD-0016028,2024-06-17,Changed Mind,2,3836.1
RET-001134,ORD-0016052,2024-05-23,Changed Mind,1,1179.0
RET-001135,ORD-0016060,2024-06-22,Size Issue,1,749.0
RET-001136,ORD-0016074,2024-08-22,Changed Mind,2,1689.1
RET-001137,ORD-0016082,2024-10-09,Other,1,3338.1
RET-001138,ORD-0016097,2023-06-15,Quality Issue,1,3669.0
RET-001139,ORD-0016114,2024-05-03,Quality Issue,1,170.05
RET-001140,ORD-0016118,2024-10-18,Damaged Product,2,1001.3
RET-001141,ORD-0016119,2022-08-10,Other,2,942.4
RET-001142,ORD-0016122,2023-08-22,Damaged Product,1,3219.0
RET-001143,ORD-0016127,2022-03-31,Quality Issue,3,1995.3
RET-001144,ORD-0016148,2024-07-02,Damaged Product,1,730.55
RET-001145,ORD-0016160,2023-10-27,Quality Issue,3,1017.45
RET-001146,ORD-0016163,2024-12-07,Damaged Product,1,2816.1
RET-001147,ORD-0016166,2024-11-02,Changed Mind,1,1869.15
RET-001148,ORD-0016169,2024-09-13,Other,1,1129.65
RET-001149,ORD-0016173,2022-04-19,Late Delivery,1,1749.0
RET-001150,ORD-0016185,2023-10-26,Size Issue,1,2852.1
RET-001151,ORD-0016186,2024-02-19,Wrong Product,2,778.0
RET-001152,ORD-0016203,2022-03-05,Late Delivery,1,755.1
RET-001153,ORD-0016225,2023-12-24,Size Issue,2,6604.2
RET-001154,ORD-0016245,2023-10-10,Quality Issue,1,4868.1
RET-001155,ORD-0016265,2023-08-04,Changed Mind,1,1179.0
RET-001156,ORD-0016272,2024-09-24,Size Issue,2,5584.1
RET-001157,ORD-0016275,2023-10-08,Size Issue,2,866.6
RET-001158,ORD-0016303,2024-11-01,Damaged Product,1,68.0
RET-001159,ORD-0016344,2023-06-10,Quality Issue,1,314.1
RET-001160,ORD-0016354,2022-03-31,Damaged Product,1,531.05
RET-001161,ORD-0016378,2024-07-11,Wrong Product,1,3599.1
RET-001162,ORD-0016404,2023-10-08,Damaged Product,1,159.0
RET-001163,ORD-0016410,2023-12-24,Late Delivery,1,889.0
RET-001164,ORD-0016419,2024-01-03,Quality Issue,1,1549.0
RET-001165,ORD-0016432,2023-03-18,Quality Issue,1,619.0
RET-001166,ORD-0016433,2024-11-02,Quality Issue,2,8379.3
RET-001167,ORD-0016435,2024-02-21,Late Delivery,1,1754.1
RET-001168,ORD-0016465,2023-11-20,Damaged Product,2,478.5
RET-001169,ORD-0016466,2024-12-16,Quality Issue,1,1279.0
RET-001170,ORD-0016476,2024-01-12,Wrong Product,2,826.2
RET-001171,ORD-0016477,2023-02-05,Quality Issue,1,869.0
RET-001172,ORD-0016502,2023-04-15,Changed Mind,1,2820.55
RET-001173,ORD-0016519,2024-02-27,Size Issue,1,2559.0
RET-001174,ORD-0016526,2023-06-02,Damaged Product,1,483.65
RET-001175,ORD-0016537,2024-09-30,Changed Mind,1,849.0
RET-001176,ORD-0016570,2024-03-08,Size Issue,1,2259.0
RET-001177,ORD-0016618,2022-06-13,Wrong Product,1,807.2
RET-001178,ORD-0016628,2022-12-17,Late Delivery,1,917.1
RET-001179,ORD-0016671,2024-07-29,Size Issue,1,649.0
RET-001180,ORD-0016685,2024-05-18,Size Issue,1,2070.05
RET-001181,ORD-0016696,2023-02-11,Damaged Product,1,493.05
RET-001182,ORD-0016707,2022-11-13,Quality Issue,1,917.1
RET-001183,ORD-0016713,2022-01-18,Other,1,119.0
RET-001184,ORD-0016738,2023-10-12,Damaged Product,1,1023.2
RET-001185,ORD-0016742,2024-01-28,Changed Mind,1,4099.0
RET-001186,ORD-0016746,2024-01-04,Size Issue,1,649.0
RET-001187,ORD-0016757,2024-10-21,Damaged Product,1,1109.0
RET-001188,ORD-0016761,2023-11-19,Quality Issue,1,879.2
RET-001189,ORD-0016784,2023-10-25,Other,1,339.15
RET-001190,ORD-0016806,2022-10-28,Wrong Product,1,526.15
RET-001191,ORD-0016815,2024-09-13,Damaged Product,1,806.55
RET-001192,ORD-0016860,2024-01-17,Quality Issue,1,5319.0
RET-001193,ORD-0016874,2023-03-26,Damaged Product,1,919.0
RET-001194,ORD-0016910,2024-09-16,Wrong Product,1,3479.2
RET-001195,ORD-0016913,2023-09-16,Wrong Product,3,777.0
RET-001196,ORD-0016940,2024-03-14,Quality Issue,1,1169.0
RET-001197,ORD-0016945,2022-08-15,Quality Issue,1,3960.15
RET-001198,ORD-0016946,2023-11-07,Changed Mind,1,561.75
RET-001199,ORD-0016955,2022-09-16,Damaged Product,1,1439.0
RET-001200,ORD-0016962,2024-02-27,Size Issue,3,10317.0
RET-001201,ORD-0016969,2024-06-23,Quality Issue,1,1399.2
RET-001202,ORD-0016983,2024-05-09,Damaged Product,1,7646.55
RET-001203,ORD-0016999,2022-08-25,Wrong Product,1,993.65
RET-001204,ORD-0017016,2024-10-19,Quality Issue,1,602.65
RET-001205,ORD-0017038,2024-04-10,Quality Issue,1,312.55
RET-001206,ORD-0017053,2024-07-02,Size Issue,1,369.0
RET-001207,ORD-0017056,2024-05-25,Quality Issue,1,3230.1
RET-001208,ORD-0017059,2022-11-21,Size Issue,1,663.2
RET-001209,ORD-0017087,2022-11-23,Size Issue,1,2510.1
RET-001210,ORD-0017094,2024-05-27,Changed Mind,2,1078.2
RET-001211,ORD-0017097,2024-05-20,Damaged Product,1,2849.0
RET-001212,ORD-0017117,2024-01-16,Size Issue,1,709.0
RET-001213,ORD-0017146,2024-11-21,Wrong Product,1,1070.15
RET-001214,ORD-0017153,2024-04-24,Size Issue,3,3858.3
RET-001215,ORD-0017166,2023-10-30,Quality Issue,4,1756.8
RET-001216,ORD-0017177,2023-12-04,Quality Issue,1,6889.0
RET-001217,ORD-0017194,2023-02-20,Damaged Product,1,969.0
RET-001218,ORD-0017206,2024-10-20,Quality Issue,1,559.2
RET-001219,ORD-0017219,2023-03-06,Damaged Product,1,1842.05
RET-001220,ORD-0017240,2023-04-07,Size Issue,1,847.2
RET-001221,ORD-0017259,2023-01-01,Other,1,2566.15
RET-001222,ORD-0017266,2024-04-25,Damaged Product,2,35604.1
RET-001223,ORD-0017286,2024-01-13,Wrong Product,1,219.0
RET-001224,ORD-0017288,2022-03-16,Wrong Product,1,567.2
RET-001225,ORD-0017292,2024-01-14,Changed Mind,1,409.0
RET-001226,ORD-0017307,2023-06-17,Quality Issue,1,4321.55
RET-001227,ORD-0017313,2022-10-18,Late Delivery,2,826.2
RET-001228,ORD-0017318,2024-12-08,Quality Issue,1,602.1
RET-001229,ORD-0017325,2023-09-10,Quality Issue,2,6458.0
RET-001230,ORD-0017328,2024-05-04,Changed Mind,1,1609.0
RET-001231,ORD-0017331,2023-10-24,Size Issue,1,1929.0
RET-001232,ORD-0017332,2023-11-27,Size Issue,1,3608.1
RET-001233,ORD-0017370,2024-07-29,Size Issue,1,649.0
RET-001234,ORD-0017380,2023-07-12,Damaged Product,2,12558.0
RET-001235,ORD-0017394,2023-04-13,Damaged Product,1,1299.0
RET-001236,ORD-0017492,2024-03-29,Wrong Product,1,2739.0
RET-001237,ORD-0017517,2024-05-08,Changed Mind,1,589.0
RET-001238,ORD-0017526,2023-04-06,Changed Mind,1,1234.05
RET-001239,ORD-0017530,2022-11-26,Damaged Product,1,359.2
RET-001240,ORD-0017537,2022-08-28,Size Issue,1,539.0
RET-001241,ORD-0017540,2022-11-19,Wrong Product,2,4214.3
RET-001242,ORD-0017547,2024-11-03,Damaged Product,1,895.3
RET-001243,ORD-0017554,2024-04-25,Other,1,80.0
RET-001244,ORD-0017560,2023-06-12,Size Issue,1,1899.0
RET-001245,ORD-0017601,2024-10-10,Quality Issue,1,1196.1
RET-001246,ORD-0017603,2024-01-08,Wrong Product,1,1179.0
RET-001247,ORD-0017614,2022-11-03,Changed Mind,1,2078.3
RET-001248,ORD-0017626,2024-11-12,Changed Mind,1,440.1
RET-001249,ORD-0017627,2024-05-09,Quality Issue,1,1615.2
RET-001250,ORD-0017634,2024-09-20,Changed Mind,1,968.05
RET-001251,ORD-0017661,2022-10-28,Quality Issue,1,1099.0
RET-001252,ORD-0017662,2023-11-16,Size Issue,1,1852.15
RET-001253,ORD-0017677,2022-11-02,Damaged Product,1,5855.65
RET-001254,ORD-0017681,2024-01-30,Size Issue,1,5859.0
RET-001255,ORD-0017686,2023-04-06,Changed Mind,1,3122.1
RET-001256,ORD-0017694,2024-02-21,Quality Issue,1,269.0
RET-001257,ORD-0017697,2024-02-29,Changed Mind,1,3267.05
RET-001258,ORD-0017699,2022-12-17,Late Delivery,1,866.15
RET-001259,ORD-0017745,2024-07-09,Size Issue,1,4469.0
RET-001260,ORD-0017763,2023-07-29,Damaged Product,1,689.0
RET-001261,ORD-0017771,2024-05-24,Quality Issue,1,1749.0
RET-001262,ORD-0017820,2024-09-18,Size Issue,1,278.1
RET-001263,ORD-0017858,2024-03-01,Damaged Product,1,3626.1
RET-001264,ORD-0017859,2022-12-21,Size Issue,1,787.55
RET-001265,ORD-0017860,2024-12-04,Late Delivery,1,1716.15
RET-001266,ORD-0017873,2024-05-14,Quality Issue,2,9098.0
RET-001267,ORD-0017879,2023-08-24,Damaged Product,1,1499.0
RET-001268,ORD-0017886,2023-08-13,Quality Issue,1,589.0
RET-001269,ORD-0017887,2022-05-09,Late Delivery,1,197.1
RET-001270,ORD-0017926,2023-09-01,Changed Mind,2,4044.3
RET-001271,ORD-0017931,2022-07-09,Damaged Product,2,16098.0
RET-001272,ORD-0017949,2023-09-26,Other,1,521.55
RET-001273,ORD-0017976,2024-03-23,Late Delivery,1,9209.0
RET-001274,ORD-0018011,2024-07-02,Damaged Product,2,1298.0
RET-001275,ORD-0018020,2022-12-18,Changed Mind,1,649.0
RET-001276,ORD-0018023,2024-12-09,Late Delivery,2,5298.0
RET-001277,ORD-0018032,2024-08-20,Quality Issue,2,2050.1
RET-001278,ORD-0018033,2024-10-08,Damaged Product,1,1988.15
RET-001279,ORD-0018101,2024-03-11,Wrong Product,2,473.1
RET-001280,ORD-0018102,2024-06-13,Changed Mind,1,242.1
RET-001281,ORD-0018104,2024-10-21,Damaged Product,1,773.1
RET-001282,ORD-0018139,2024-05-25,Damaged Product,1,303.05
RET-001283,ORD-0018160,2023-10-29,Damaged Product,1,1634.25
RET-001284,ORD-0018168,2022-08-12,Damaged Product,1,2659.0
RET-001285,ORD-0018202,2022-12-31,Damaged Product,1,2019.0
RET-001286,ORD-0018243,2023-03-17,Other,1,419.0
RET-001287,ORD-0018262,2024-05-31,Size Issue,1,639.0
RET-001288,ORD-0018297,2024-09-02,Damaged Product,1,1329.0
RET-001289,ORD-0018316,2024-08-02,Changed Mind,1,1079.0
RET-001290,ORD-0018330,2023-10-20,Wrong Product,1,4219.0
RET-001291,ORD-0018370,2023-12-23,Size Issue,1,709.0
RET-001292,ORD-0018387,2023-04-08,Changed Mind,1,239.0
RET-001293,ORD-0018389,2023-07-05,Quality Issue,1,17519.0
RET-001294,ORD-0018395,2024-11-27,Size Issue,1,381.75
RET-001295,ORD-0018401,2024-12-14,Damaged Product,1,2649.55
RET-001296,ORD-0018418,2024-09-21,Wrong Product,1,1597.15
RET-001297,ORD-0018458,2024-09-08,Size Issue,2,862.4
RET-001298,ORD-0018480,2024-10-11,Late Delivery,1,1061.65
RET-001299,ORD-0018484,2023-10-12,Size Issue,1,4009.0
RET-001300,ORD-0018513,2023-03-23,Quality Issue,1,1583.1
RET-001301,ORD-0018521,2024-05-04,Wrong Product,5,1480.5
RET-001302,ORD-0018544,2023-10-14,Changed Mind,1,431.2
RET-001303,ORD-0018603,2023-12-20,Late Delivery,1,4327.2
RET-001304,ORD-0018611,2024-08-25,Damaged Product,2,918.0
RET-001305,ORD-0018619,2023-06-18,Changed Mind,1,331.55
RET-001306,ORD-0018622,2022-10-27,Changed Mind,1,1844.25
RET-001307,ORD-0018627,2024-11-22,Changed Mind,1,557.1
RET-001308,ORD-0018632,2023-07-14,Quality Issue,1,1699.0
RET-001309,ORD-0018664,2024-09-14,Quality Issue,1,441.15
RET-001310,ORD-0018666,2024-03-01,Damaged Product,1,2829.0
RET-001311,ORD-0018691,2023-07-09,Size Issue,3,2607.0
RET-001312,ORD-0018704,2022-11-06,Damaged Product,1,72.0
RET-001313,ORD-0018710,2023-03-20,Quality Issue,2,1278.0
RET-001314,ORD-0018726,2024-11-22,Quality Issue,1,755.1
