product_id,Total_Orders,Total_Quantity,Total_Revenue,Total_Cost,Total_Profit,Returned_Orders,Cancelled_Orders,Profit_Margin_%,Return_Rate_%,Cancellation_Rate_%,product_name,category,subcategory,brand,cost_price,selling_price,supplier,stock_quantity,profit_margin_percentage,Cum_Revenue,Cum_Revenue_Pct,Product_Rank,Cum_Product_Pct,Portfolio_Segment
PROD-0507,72,98,342866.3,181944.84,160921.46,6,4,46.93,8.33,5.56,Allen Solly Women'S Wear Series 5,Fashion,Women'S Wear,Allen Solly,1856.58,3739.0,Heritage Weaves,584,50.35,61223873.50000002,45.43,99,18.0,"Star (High Rev, High Margin)"
PROD-0165,34,52,342038.85,219612.63999999998,122426.20999999999,2,1,35.79,5.88,2.94,Bajaj Cookware Max,Home & Kitchen,Cookware,Bajaj,4223.32,6889.0,Homecraft Distributors,486,38.69,61565912.350000024,45.68,100,18.18,"Star (High Rev, High Margin)"
PROD-0409,31,41,341746.39999999997,266166.67,75579.73,1,3,22.12,3.23,9.68,Yonex Outdoor Gear Series 5,Sports,Outdoor Gear,Yonex,6491.87,9089.0,Olympus Gear,587,28.57,61907658.75000002,45.94,101,18.36,"Volume Driver (High Rev, Low Margin)"
PROD-0397,71,115,341598.05,152760.25,188837.80000000002,7,6,55.28,9.86,8.45,Raymond Men'S Wear Premium,Fashion,Men'S Wear,Raymond,1328.35,3209.0,Heritage Weaves,290,58.61,62249256.80000002,46.19,102,18.55,"Star (High Rev, High Margin)"
PROD-0467,45,69,340895.15,209902.83000000002,130992.31999999999,2,3,38.43,4.44,6.67,Spaces Storage & Org Premium,Home & Kitchen,Storage & Org,Spaces,3042.07,5339.0,Homecraft Distributors,34,43.02,62590151.95000002,46.44,103,18.73,"Star (High Rev, High Margin)"
PROD-0275,63,94,340200.45,163818.5,176381.95,9,7,51.85,14.29,11.11,W Kids Wear Premium,Fashion,Kids Wear,W,1742.75,3799.0,Vibrant Textiles Corp,57,54.13,62930352.40000002,46.69,104,18.91,"Star (High Rev, High Margin)"
PROD-0310,88,118,338382.1,179402.47999999998,158979.62,12,5,46.98,13.64,5.68,Puma Women'S Wear Premium,Fashion,Women'S Wear,Puma,1520.36,3079.0,Heritage Weaves,271,50.62,63268734.50000002,46.95,105,19.09,"Star (High Rev, High Margin)"
PROD-0349,54,83,332698.5,232842.38999999998,99856.11,7,4,30.01,12.96,7.41,Allen Solly Women'S Wear Series 5,Fashion,Women'S Wear,Allen Solly,2805.33,4349.0,Vibrant Textiles Corp,566,35.49,63601433.00000002,47.19,106,19.27,"Volume Driver (High Rev, Low Margin)"
PROD-0459,82,125,326870.8,153208.75,173662.05,10,7,53.13,12.2,8.54,Allen Solly Footwear Essentials,Fashion,Footwear,Allen Solly,1225.67,2789.0,Royal Garments Supply,298,56.05,63928303.80000002,47.44,107,19.45,"Star (High Rev, High Margin)"
PROD-0394,18,20,325422.0,267824.8,57597.200000000004,2,2,17.7,11.11,11.11,Oneplus Audio & Headphones Pro,Electronics,Audio & Headphones,Oneplus,13391.24,18079.0,Apex Electronics Ltd,417,25.93,64253725.80000002,47.68,108,19.64,"Volume Driver (High Rev, Low Margin)"
PROD-0256,33,47,324360.5,220188.41999999998,104172.08,1,2,32.12,3.03,6.06,Domyos Fitness Equipment Max,Sports,Fitness Equipment,Domyos,4684.86,7289.0,Olympus Gear,176,35.73,64578086.30000002,47.92,109,19.82,"Volume Driver (High Rev, Low Margin)"
PROD-0193,63,87,322924.95,209270.66999999998,113654.28,10,3,35.2,15.87,4.76,Fabindia Winter Wear Elite,Fashion,Winter Wear,Fabindia,2405.41,4009.0,Royal Garments Supply,282,40.0,64901011.25000002,48.16,110,20.0,"Star (High Rev, High Margin)"
PROD-0033,75,116,318455.1,216706.56,101748.54,9,1,31.95,12.0,1.33,Nike Ethnic Wear Elite,Fashion,Ethnic Wear,Nike,1868.16,2979.0,Vibrant Textiles Corp,567,37.29,65219466.350000024,48.39,111,20.18,"Volume Driver (High Rev, Low Margin)"
PROD-0475,61,87,317283.75,166535.4,150748.35,10,6,47.51,16.39,9.84,Levi'S Footwear Classic,Fashion,Footwear,Levi'S,1914.2,4029.0,Heritage Weaves,370,52.49,65536750.100000024,48.63,112,20.36,"Star (High Rev, High Margin)"
PROD-0479,112,158,316440.25,253092.3,63347.95,7,7,20.02,6.25,6.25,Realme Smartwatches Pro,Electronics,Smartwatches,Realme,1601.85,2149.0,Metro Gadget Hub,377,25.46,65853190.350000024,48.86,113,20.55,"Volume Driver (High Rev, Low Margin)"
PROD-0517,35,57,316058.55,177631.38,138427.16999999998,0,2,43.8,0.0,5.71,Philips Storage & Org Ultra,Home & Kitchen,Storage & Org,Philips,3116.34,5969.0,Homecraft Distributors,488,47.79,66169248.90000002,49.1,114,20.73,"Star (High Rev, High Margin)"
PROD-0179,86,132,314445.6,146153.04,168292.56,8,12,53.52,9.3,13.95,Nykaa Fragrances Premium,Beauty,Fragrances,Nykaa,1107.22,2569.0,Pureglow Cosmetics,213,56.9,66483694.50000002,49.33,115,20.91,"Star (High Rev, High Margin)"
PROD-0428,40,63,313489.15,240468.48,73020.67,2,6,23.29,5.0,15.0,Puma Sports Sports Apparel Elite,Sports,Sports Apparel,Puma Sports,3816.96,5419.0,Olympus Gear,301,29.56,66797183.65000002,49.56,116,21.09,"Volume Driver (High Rev, Low Margin)"
PROD-0098,71,97,311229.5,130955.81999999999,180273.68,9,2,57.92,12.68,2.82,Nike Winter Wear Premium,Fashion,Winter Wear,Nike,1350.06,3439.0,Heritage Weaves,447,60.74,67108413.15000002,49.79,117,21.27,"Star (High Rev, High Margin)"
PROD-0203,76,107,310519.8,133052.36000000002,177467.44,13,2,57.15,17.11,2.63,Levi'S Men'S Wear Prime,Fashion,Men'S Wear,Levi'S,1243.48,3099.0,Vibrant Textiles Corp,582,59.87,67418932.95000002,50.03,118,21.45,"Star (High Rev, High Margin)"
PROD-0295,90,132,307020.6,195897.24,111123.36,14,2,36.19,15.56,2.22,Biba Kids Wear Prime,Fashion,Kids Wear,Biba,1484.07,2529.0,Royal Garments Supply,286,41.32,67725953.55000001,50.25,119,21.64,"Star (High Rev, High Margin)"
PROD-0014,69,106,306668.4,274355.56,32312.84,6,7,10.54,8.7,10.14,Xiaomi Audio & Headphones Max,Electronics,Audio & Headphones,Xiaomi,2588.26,3079.0,Apex Electronics Ltd,456,15.94,68032621.95000002,50.48,120,21.82,"Volume Driver (High Rev, Low Margin)"
PROD-0450,43,65,305048.1,191477.65,113570.45,1,2,37.23,2.33,4.65,Spaces Storage & Org Classic,Home & Kitchen,Storage & Org,Spaces,2945.81,5009.0,Homecraft Distributors,85,41.19,68337670.05000001,50.71,121,22.0,"Star (High Rev, High Margin)"
PROD-0149,35,45,302908.5,188623.80000000002,114284.7,3,4,37.73,8.57,11.43,Yonex Outdoor Gear Pro,Sports,Outdoor Gear,Yonex,4191.64,7299.0,Olympus Gear,576,42.57,68640578.55000001,50.93,122,22.18,"Star (High Rev, High Margin)"
PROD-0438,71,97,302749.6,184335.88999999998,118413.71,7,6,39.11,9.86,8.45,Allen Solly Ethnic Wear Classic,Fashion,Ethnic Wear,Allen Solly,1900.37,3349.0,Heritage Weaves,219,43.26,68943328.15,51.16,123,22.36,"Star (High Rev, High Margin)"
PROD-0106,71,100,302395.85,176165.0,126230.84999999999,8,3,41.74,11.27,4.23,Peter England Footwear Series 5,Fashion,Footwear,Peter England,1761.65,3229.0,Vibrant Textiles Corp,223,45.44,69245724.0,51.38,124,22.55,"Star (High Rev, High Margin)"
PROD-0375,86,124,302033.55,129483.28,172550.27,1,8,57.13,1.16,9.3,Biotique Skincare Premium,Beauty,Skincare,Biotique,1044.22,2639.0,Pureglow Cosmetics,230,60.43,69547757.55,51.6,125,22.73,"Star (High Rev, High Margin)"
PROD-0541,45,64,300798.6,194250.88,106547.72,2,2,35.42,4.44,4.44,Kiprun Fitness Equipment Pro,Sports,Fitness Equipment,Kiprun,3035.17,4899.0,Action Sports Distribution,145,38.05,69848556.14999999,51.83,126,22.91,"Star (High Rev, High Margin)"
PROD-0039,74,120,300201.1,130322.4,169878.7,10,4,56.59,13.51,5.41,W Footwear Classic,Fashion,Footwear,W,1086.02,2659.0,Vibrant Textiles Corp,144,59.16,70148757.24999999,52.05,127,23.09,"Star (High Rev, High Margin)"
PROD-0061,67,91,299879.55,261170.91000000003,38708.64,5,4,12.91,7.46,5.97,Sony Accessories Ultra,Electronics,Accessories,Sony,2870.01,3489.0,Zenith Tech Distribution,272,17.74,70448636.79999998,52.27,128,23.27,"Volume Driver (High Rev, Low Margin)"
PROD-0210,40,50,296376.9,247431.5,48945.4,3,1,16.51,7.5,2.5,Oneplus Smartwatches Pro,Electronics,Smartwatches,Oneplus,4948.63,6429.0,Apex Electronics Ltd,488,23.03,70745013.69999999,52.49,129,23.45,"Volume Driver (High Rev, Low Margin)"
PROD-0003,78,100,296099.3,114914.00000000001,181185.30000000002,4,3,61.19,5.13,3.85,Maybelline Haircare Plus,Beauty,Haircare,Maybelline,1149.14,3229.0,Aura Personal Care,106,64.41,71041112.99999999,52.71,130,23.64,"Star (High Rev, High Margin)"
PROD-0350,53,87,290873.5,184944.6,105928.90000000001,2,2,36.42,3.77,3.77,Philips Bedding & Linen Essentials,Home & Kitchen,Bedding & Linen,Philips,2125.8,3569.0,Homecraft Distributors,377,40.44,71331986.49999999,52.93,131,23.82,"Star (High Rev, High Margin)"
PROD-0527,56,66,290545.3,182811.41999999998,107733.88,9,1,37.08,16.07,1.79,W Kids Wear Premium,Fashion,Kids Wear,W,2769.87,4709.0,Vibrant Textiles Corp,335,41.18,71622531.79999998,53.14,132,24.0,"Star (High Rev, High Margin)"
PROD-0500,78,105,290219.75,190584.44999999998,99635.3,11,4,34.33,14.1,5.13,Peter England Men'S Wear Prime,Fashion,Men'S Wear,Peter England,1815.09,2969.0,Vibrant Textiles Corp,335,38.87,71912751.54999998,53.36,133,24.18,"Star (High Rev, High Margin)"
PROD-0151,88,129,289143.45,190827.12,98316.33,9,5,34.0,10.23,5.68,Peter England Kids Wear Essentials,Fashion,Kids Wear,Peter England,1479.28,2439.0,Heritage Weaves,546,39.35,72201894.99999999,53.57,134,24.36,"Star (High Rev, High Margin)"
PROD-0395,61,87,288909.9,190115.01,98794.89,9,3,34.2,14.75,4.92,Milton Home Decor Max,Home & Kitchen,Home Decor,Milton,2185.23,3519.0,Homecraft Distributors,245,37.9,72490804.89999999,53.79,135,24.55,"Star (High Rev, High Margin)"
PROD-0323,80,111,287824.8,183047.88,104776.92,5,4,36.4,6.25,5.0,Mamaearth Haircare Classic,Beauty,Haircare,Mamaearth,1649.08,2789.0,Pureglow Cosmetics,316,40.87,72778629.69999999,54.0,136,24.73,"Star (High Rev, High Margin)"
PROD-0316,26,31,286872.3,187102.98,99769.32,0,1,34.78,0.0,3.85,Puma Sports Outdoor Gear Premium,Sports,Outdoor Gear,Puma Sports,6035.58,9659.0,Action Sports Distribution,476,37.51,73065501.99999999,54.21,137,24.91,"Star (High Rev, High Margin)"
PROD-0122,102,142,285498.9,147902.94,137595.96,14,7,48.19,13.73,6.86,Biba Women'S Wear Essentials,Fashion,Women'S Wear,Biba,1041.57,2129.0,Royal Garments Supply,490,51.08,73351000.89999999,54.43,138,25.09,"Star (High Rev, High Margin)"
PROD-0435,108,146,284939.6,261042.16,23897.440000000002,10,5,8.39,9.26,4.63,Realme Smartphones Essentials,Electronics,Smartphones,Realme,1787.96,2089.0,Apex Electronics Ltd,126,14.41,73635940.49999999,54.64,139,25.27,"Volume Driver (High Rev, Low Margin)"
PROD-0036,101,150,284880.9,265189.5,19691.4,8,6,6.91,7.92,5.94,Apple Accessories Premium,Electronics,Accessories,Apple,1767.93,2019.0,Apex Electronics Ltd,157,12.44,73920821.39999999,54.85,140,25.45,"Volume Driver (High Rev, Low Margin)"
PROD-0494,87,137,283193.8,166142.64,117051.16,12,5,41.33,13.79,5.75,Allen Solly Footwear Plus,Fashion,Footwear,Allen Solly,1212.72,2209.0,Heritage Weaves,505,45.1,74204015.19999999,55.06,141,25.64,"Star (High Rev, High Margin)"
PROD-0078,52,91,282778.8,128431.03,154347.77,1,7,54.58,1.92,13.46,Zudio Ethnic Wear Classic,Fashion,Ethnic Wear,Zudio,1411.33,3319.0,Royal Garments Supply,63,57.48,74486793.99999999,55.27,142,25.82,"Star (High Rev, High Margin)"
PROD-0504,93,135,280073.85,236943.90000000002,43129.950000000004,5,1,15.4,5.38,1.08,Boat Laptops Elite,Electronics,Laptops,Boat,1755.14,2229.0,Zenith Tech Distribution,112,21.26,74766867.84999998,55.48,143,26.0,"Volume Driver (High Rev, Low Margin)"
PROD-0113,57,85,278147.5,171592.05,106555.45,6,2,38.31,10.53,3.51,Levi'S Footwear Series 5,Fashion,Footwear,Levi'S,2018.73,3589.0,Vibrant Textiles Corp,238,43.75,75045015.34999998,55.68,144,26.18,"Star (High Rev, High Margin)"
PROD-0524,66,102,276710.8,164522.94,112187.86,5,2,40.54,7.58,3.03,Allen Solly Winter Wear Elite,Fashion,Winter Wear,Allen Solly,1612.97,2969.0,Heritage Weaves,594,45.67,75321726.14999998,55.89,145,26.36,"Star (High Rev, High Margin)"
PROD-0345,49,65,275010.6,182720.85,92289.75,2,4,33.56,4.08,8.16,Milton Bedding & Linen Premium,Home & Kitchen,Bedding & Linen,Milton,2811.09,4479.0,Urban Living Goods,518,37.24,75596736.74999997,56.09,146,26.55,"Volume Driver (High Rev, Low Margin)"
PROD-0361,50,72,273608.25,162730.80000000002,110877.45,7,1,40.52,14.0,2.0,Cello Storage & Org Max,Home & Kitchen,Storage & Org,Cello,2260.15,4099.0,Urban Living Goods,501,44.86,75870344.99999997,56.3,147,26.73,"Star (High Rev, High Margin)"
PROD-0365,55,84,272298.55,185585.4,86713.15000000001,3,3,31.84,5.45,5.45,Puma Sports Racket Sports Ultra,Sports,Racket Sports,Puma Sports,2209.35,3449.0,Olympus Gear,566,35.94,76142643.54999997,56.5,148,26.91,"Volume Driver (High Rev, Low Margin)"
PROD-0166,27,35,271874.8,206542.0,65332.8,1,1,24.03,3.7,3.7,Yonex Cycling Classic,Sports,Cycling,Yonex,5901.2,8189.0,Olympus Gear,69,27.94,76414518.34999996,56.7,149,27.09,"Volume Driver (High Rev, Low Margin)"
PROD-0356,57,80,270583.05,114509.59999999999,156073.45,2,1,57.68,3.51,1.75,Titan Bags & Backpacks Max,Accessories,Bags & Backpacks,Titan,1431.37,3659.0,Vanguard Leather Works,542,60.88,76685101.39999996,56.9,150,27.27,"Star (High Rev, High Margin)"
PROD-0170,60,84,269710.65,230167.56,39543.09,2,3,14.66,3.33,5.0,Apple Smartwatches Elite,Electronics,Smartwatches,Apple,2740.09,3399.0,Metro Gadget Hub,556,19.39,76954812.04999997,57.1,151,27.45,"Volume Driver (High Rev, Low Margin)"
PROD-0509,41,56,269557.75,182803.04,86754.70999999999,2,1,32.18,4.88,2.44,Hawkins Small Appliances Prime,Home & Kitchen,Small Appliances,Hawkins,3264.34,5159.0,Homecraft Distributors,417,36.73,77224369.79999997,57.3,152,27.64,"Volume Driver (High Rev, Low Margin)"
PROD-0008,71,92,269523.45,152237.92,117285.53,9,5,43.52,12.68,7.04,Fabindia Ethnic Wear Prime,Fashion,Ethnic Wear,Fabindia,1654.76,3169.0,Vibrant Textiles Corp,258,47.78,77493893.24999997,57.5,153,27.82,"Star (High Rev, High Margin)"
PROD-0530,73,98,269359.35,147463.54,121895.81,8,5,45.25,10.96,6.85,Allen Solly Men'S Wear Plus,Fashion,Men'S Wear,Allen Solly,1504.73,2939.0,Royal Garments Supply,505,48.8,77763252.59999996,57.7,154,28.0,"Star (High Rev, High Margin)"
PROD-0280,81,126,267698.55,247597.56,20100.99,7,6,7.51,8.64,7.41,Realme Audio & Headphones Classic,Electronics,Audio & Headphones,Realme,1965.06,2339.0,Metro Gadget Hub,224,15.99,78030951.14999996,57.9,155,28.18,"Volume Driver (High Rev, Low Margin)"
PROD-0127,44,63,266343.95,174822.48,91521.47,9,0,34.36,20.45,0.0,Spaces Cookware Series 5,Home & Kitchen,Cookware,Spaces,2774.96,4549.0,Homecraft Distributors,201,39.0,78297295.09999996,58.1,156,28.36,"Star (High Rev, High Margin)"
PROD-0219,70,111,265496.25,175109.16,90387.09,17,1,34.04,24.29,1.43,Peter England Women'S Wear Prime,Fashion,Women'S Wear,Peter England,1577.56,2559.0,Royal Garments Supply,418,38.35,78562791.34999996,58.29,157,28.55,"Star (High Rev, High Margin)"
PROD-0054,44,66,263669.15,163635.12000000002,100034.03,3,0,37.94,6.82,0.0,Puma Sports Outdoor Gear Plus,Sports,Outdoor Gear,Puma Sports,2479.32,4369.0,Olympus Gear,520,43.25,78826460.49999997,58.49,158,28.73,"Star (High Rev, High Margin)"
PROD-0406,33,47,262018.75,167018.73,95000.02,4,4,36.26,12.12,12.12,Yonex Racket Sports Elite,Sports,Racket Sports,Yonex,3553.59,5989.0,Action Sports Distribution,479,40.66,79088479.24999997,58.68,159,28.91,"Star (High Rev, High Margin)"
PROD-0325,44,62,261213.05000000002,175989.48,85223.56999999999,7,4,32.63,15.91,9.09,Raymond Footwear Elite,Fashion,Footwear,Raymond,2838.54,4469.0,Vibrant Textiles Corp,83,36.48,79349692.29999997,58.88,160,29.09,"Volume Driver (High Rev, Low Margin)"
PROD-0510,34,44,261206.4,167081.63999999998,94124.76,5,1,36.03,14.71,2.94,Bajaj Bedding & Linen Premium,Home & Kitchen,Bedding & Linen,Bajaj,3797.31,6279.0,Homecraft Distributors,21,39.52,79610898.69999997,59.07,161,29.27,"Star (High Rev, High Margin)"
PROD-0413,94,138,260669.4,238664.1,22005.3,6,10,8.44,6.38,10.64,Oneplus Audio & Headphones Essentials,Electronics,Audio & Headphones,Oneplus,1729.45,2059.0,Zenith Tech Distribution,482,16.01,79871568.09999998,59.27,162,29.45,"Volume Driver (High Rev, Low Margin)"
PROD-0194,55,80,258051.25,150934.4,107116.84999999999,4,2,41.51,7.27,3.64,Prestige Small Appliances Ultra,Home & Kitchen,Small Appliances,Prestige,1886.68,3499.0,Homecraft Distributors,48,46.08,80129619.34999998,59.46,163,29.64,"Star (High Rev, High Margin)"
PROD-0111,51,72,256216.2,189316.08,66900.12,2,2,26.11,3.92,3.92,Philips Bedding & Linen Pro,Home & Kitchen,Bedding & Linen,Philips,2629.39,3779.0,Urban Living Goods,147,30.42,80385835.54999998,59.65,164,29.82,"Volume Driver (High Rev, Low Margin)"
PROD-0387,82,117,255336.3,170342.64,84993.66,10,4,33.29,12.2,4.88,Puma Ethnic Wear Series 5,Fashion,Ethnic Wear,Puma,1455.92,2349.0,Royal Garments Supply,156,38.02,80641171.84999998,59.84,165,30.0,"Volume Driver (High Rev, Low Margin)"
PROD-0244,55,88,255305.85,191076.16,64229.689999999995,8,4,25.16,14.55,7.27,Hawkins Cookware Elite,Home & Kitchen,Cookware,Hawkins,2171.32,3089.0,Homecraft Distributors,600,29.71,80896477.69999997,60.03,166,30.18,"Volume Driver (High Rev, Low Margin)"
PROD-0405,58,80,254277.7,130120.0,124157.7,7,3,48.83,12.07,5.17,Fabindia Kids Wear Pro,Fashion,Kids Wear,Fabindia,1626.5,3469.0,Royal Garments Supply,394,53.11,81150755.39999998,60.21,167,30.36,"Star (High Rev, High Margin)"
PROD-0185,29,39,253859.65,180517.34999999998,73342.3,4,3,28.89,13.79,10.34,Spaces Home Decor Classic,Home & Kitchen,Home Decor,Spaces,4628.65,6889.0,Sterling Kitchenware,232,32.81,81404615.04999998,60.4,168,30.55,"Volume Driver (High Rev, Low Margin)"
PROD-0214,75,110,253532.25,138835.40000000002,114696.85,8,6,45.24,10.67,8.0,Levi'S Winter Wear Pro,Fashion,Winter Wear,Levi'S,1262.14,2529.0,Vibrant Textiles Corp,593,50.09,81658147.29999998,60.59,169,30.73,"Star (High Rev, High Margin)"
PROD-0100,109,155,253471.9,132602.5,120869.4,9,10,47.69,8.26,9.17,W Women'S Wear Ultra,Fashion,Women'S Wear,W,855.5,1759.0,Vibrant Textiles Corp,136,51.36,81911619.19999999,60.78,170,30.91,"Star (High Rev, High Margin)"
PROD-0545,65,82,253096.2,228672.58000000002,24423.62,10,6,9.65,15.38,9.23,Boat Audio & Headphones Classic,Electronics,Audio & Headphones,Boat,2788.69,3339.0,Apex Electronics Ltd,530,16.48,82164715.39999999,60.97,171,31.09,"Volume Driver (High Rev, Low Margin)"
PROD-0544,45,71,251724.6,179855.78,71868.81999999999,0,4,28.55,0.0,8.89,Domyos Outdoor Gear Max,Sports,Outdoor Gear,Domyos,2533.18,3849.0,Action Sports Distribution,264,34.19,82416439.99999999,61.15,172,31.27,"Volume Driver (High Rev, Low Margin)"
PROD-0070,97,142,251142.75,142869.04,108273.71,3,8,43.11,3.09,8.25,Maybelline Fragrances Plus,Beauty,Fragrances,Maybelline,1006.12,1899.0,Divine Botanicals,366,47.02,82667582.74999999,61.34,173,31.45,"Star (High Rev, High Margin)"
PROD-0082,101,145,251128.35,212406.15,38722.2,3,6,15.42,2.97,5.94,Oneplus Smartwatches Elite,Electronics,Smartwatches,Oneplus,1464.87,1879.0,Zenith Tech Distribution,222,22.04,82918711.09999998,61.53,174,31.64,"Volume Driver (High Rev, Low Margin)"
PROD-0083,116,174,250921.05,165437.46,85483.59,9,10,34.07,7.76,8.62,Levi'S Men'S Wear Classic,Fashion,Men'S Wear,Levi'S,950.79,1559.0,Heritage Weaves,389,39.01,83169632.14999998,61.71,175,31.82,"Star (High Rev, High Margin)"
PROD-0539,56,84,250599.15,196480.2,54118.95,7,2,21.6,12.5,3.57,Kiprun Sports Apparel Max,Sports,Sports Apparel,Kiprun,2339.05,3219.0,Olympus Gear,82,27.34,83420231.29999998,61.9,176,32.0,"Volume Driver (High Rev, Low Margin)"
PROD-0088,54,73,248873.9,149863.88999999998,99010.01,4,2,39.78,7.41,3.7,Philips Home Decor Prime,Home & Kitchen,Home Decor,Philips,2052.93,3709.0,Sterling Kitchenware,556,44.65,83669105.19999999,62.08,177,32.18,"Star (High Rev, High Margin)"
PROD-0522,100,139,247998.1,141570.11,106427.99,10,4,42.91,10.0,4.0,Zudio Winter Wear Classic,Fashion,Winter Wear,Zudio,1018.49,1939.0,Heritage Weaves,84,47.47,83917103.29999998,62.27,178,32.36,"Star (High Rev, High Margin)"
PROD-0464,61,87,247426.35,143702.25,103724.1,3,1,41.92,4.92,1.64,Skybags Eyewear Max,Accessories,Eyewear,Skybags,1651.75,3049.0,Prism Lifestyle Supply,58,45.83,84164529.64999998,62.45,179,32.55,"Star (High Rev, High Margin)"
PROD-0493,124,187,246480.3,148734.19,97746.11,8,8,39.66,6.45,6.45,Biotique Skincare Essentials,Beauty,Skincare,Biotique,795.37,1419.0,Divine Botanicals,503,43.95,84411009.94999997,62.63,180,32.73,"Star (High Rev, High Margin)"
PROD-0424,76,114,246410.85,165940.68,80470.17,8,0,32.66,10.53,0.0,Zudio Men'S Wear Pro,Fashion,Men'S Wear,Zudio,1455.62,2289.0,Vibrant Textiles Corp,79,36.41,84657420.79999997,62.82,181,32.91,"Volume Driver (High Rev, Low Margin)"
PROD-0393,66,92,246405.9,176179.08,70226.82,8,4,28.5,12.12,6.06,Yonex Cycling Prime,Sports,Cycling,Yonex,1914.99,2829.0,Olympus Gear,447,32.31,84903826.69999997,63.0,182,33.09,"Volume Driver (High Rev, Low Margin)"
PROD-0231,98,151,246172.05,215570.62,30601.43,8,5,12.43,8.16,5.1,Realme Smartwatches Essentials,Electronics,Smartwatches,Realme,1427.62,1759.0,Metro Gadget Hub,244,18.84,85149998.74999997,63.18,183,33.27,"Volume Driver (High Rev, Low Margin)"
PROD-0096,123,163,245613.85,108703.06999999999,136910.78,5,10,55.74,4.07,8.13,Nykaa Makeup Essentials,Beauty,Makeup,Nykaa,666.89,1609.0,Pureglow Cosmetics,360,58.55,85395612.59999996,63.36,184,33.45,"Star (High Rev, High Margin)"
PROD-0273,82,120,245058.55,158638.8,86419.75,8,6,35.26,9.76,7.32,W Kids Wear Pro,Fashion,Kids Wear,W,1321.99,2189.0,Vibrant Textiles Corp,529,39.61,85640671.14999996,63.55,185,33.64,"Star (High Rev, High Margin)"
PROD-0199,45,63,244591.75,160728.75,83863.0,2,5,34.29,4.44,11.11,Spaces Home Decor Plus,Home & Kitchen,Home Decor,Spaces,2551.25,4199.0,Homecraft Distributors,272,39.24,85885262.89999996,63.73,186,33.82,"Star (High Rev, High Margin)"
PROD-0013,51,65,244338.9,134518.15000000002,109820.75,3,4,44.95,5.88,7.84,Wildcraft Travel Gear Classic,Accessories,Travel Gear,Wildcraft,2069.51,3999.0,Optima Accessories,420,48.25,86129601.79999997,63.91,187,34.0,"Star (High Rev, High Margin)"
PROD-0236,88,128,243728.55,111338.24,132390.31,6,4,54.32,6.82,4.55,Peter England Ethnic Wear Ultra,Fashion,Ethnic Wear,Peter England,869.83,2049.0,Heritage Weaves,269,57.55,86373330.34999996,64.09,188,34.18,"Star (High Rev, High Margin)"
PROD-0426,80,120,243319.30000000002,100987.2,142332.1,6,6,58.5,7.5,7.5,Lakme Makeup Classic,Beauty,Makeup,Lakme,841.56,2159.0,Aura Personal Care,231,61.02,86616649.64999996,64.27,189,34.36,"Star (High Rev, High Margin)"
PROD-0109,35,48,242861.85,158881.44,83980.40999999999,3,3,34.58,8.57,8.57,Bombay Dyeing Bedding & Linen Essentials,Home & Kitchen,Bedding & Linen,Bombay Dyeing,3310.03,5379.0,Homecraft Distributors,242,38.46,86859511.49999996,64.45,190,34.55,"Star (High Rev, High Margin)"
PROD-0486,57,78,242183.9,120744.0,121439.9,2,4,50.14,3.51,7.02,L'Oreal Skincare Premium,Beauty,Skincare,L'Oreal,1548.0,3359.0,Divine Botanicals,111,53.91,87101695.39999996,64.63,191,34.73,"Star (High Rev, High Margin)"
PROD-0217,43,63,241272.85,183345.75,57927.1,2,1,24.01,4.65,2.33,Decathlon Cycling Max,Sports,Cycling,Decathlon,2910.25,4079.0,Action Sports Distribution,589,28.65,87342968.24999996,64.81,192,34.91,"Volume Driver (High Rev, Low Margin)"
PROD-0353,54,75,240558.05,140502.0,100056.05,2,6,41.59,3.7,11.11,Bajaj Home Decor Prime,Home & Kitchen,Home Decor,Bajaj,1873.36,3439.0,Homecraft Distributors,250,45.53,87583526.29999995,64.99,193,35.09,"Star (High Rev, High Margin)"
PROD-0215,84,104,239752.5,147501.12,92251.38,10,5,38.48,11.9,5.95,Biba Ethnic Wear Series 5,Fashion,Ethnic Wear,Biba,1418.28,2459.0,Royal Garments Supply,555,42.32,87823278.79999995,65.17,194,35.27,"Star (High Rev, High Margin)"
PROD-0048,99,139,239718.05,100950.14,138767.91,12,7,57.89,12.12,7.07,Raymond Ethnic Wear Plus,Fashion,Ethnic Wear,Raymond,726.26,1859.0,Royal Garments Supply,567,60.93,88062996.84999995,65.34,195,35.45,"Star (High Rev, High Margin)"
PROD-0047,44,61,237740.65,144407.13,93333.52,3,3,39.26,6.82,6.82,Philips Home Decor Series 5,Home & Kitchen,Home Decor,Philips,2367.33,4219.0,Homecraft Distributors,426,43.89,88300737.49999996,65.52,196,35.64,"Star (High Rev, High Margin)"
PROD-0226,66,85,236840.55,90527.55,146313.0,6,7,61.78,9.09,10.61,Maybelline Makeup Series 5,Beauty,Makeup,Maybelline,1065.03,3019.0,Divine Botanicals,84,64.72,88537578.04999995,65.7,197,35.82,"Star (High Rev, High Margin)"
PROD-0520,78,106,236591.55,111496.09999999999,125095.45,11,4,52.87,14.1,5.13,Levi'S Women'S Wear Series 5,Fashion,Women'S Wear,Levi'S,1051.85,2379.0,Heritage Weaves,21,55.79,88774169.59999995,65.87,198,36.0,"Star (High Rev, High Margin)"
