order_id,customer_id,product_id,order_date,quantity,unit_price,discount_percentage,discount_amount,sales_amount,cost_amount,profit_amount,city,state,region,order_status
ORD-0003428,CUST-04190,PROD-0130,2022-01-03,3,109.0,0.0,0.0,327.0,255.48,71.52,Pune,Maharashtra,West,Delivered
ORD-0003429,CUST-01565,PROD-0376,2024-05-14,1,979.0,0.0,0.0,979.0,779.05,199.95,Kolkata,West Bengal,East,Delivered
ORD-0003430,CUST-00498,PROD-0195,2023-06-26,2,309.0,10.0,61.8,556.2,508.5,47.7,Chennai,Tamil Nadu,South,Delivered
ORD-0003431,CUST-02724,PROD-0129,2023-09-07,1,2849.0,20.0,569.8,2279.2,2039.89,239.31,Kolkata,West Bengal,East,Delivered
ORD-0003432,CUST-02766,PROD-0325,2022-10-28,1,4469.0,10.0,446.9,4022.1,2838.54,1183.56,Bengaluru,Karnataka,South,Delivered
ORD-0003433,CUST-04165,PROD-0063,2023-06-09,1,399.0,0.0,0.0,399.0,140.92,258.08,Chennai,Tamil Nadu,South,Delivered
ORD-0003434,CUST-05032,PROD-0380,2023-10-01,1,859.0,0.0,0.0,859.0,726.65,132.35,Chennai,Tamil Nadu,South,Cancelled
ORD-0003435,CUST-00286,PROD-0107,2024-12-08,1,109.0,5.0,5.45,103.55,94.28,9.27,Kochi,Kerala,South,Delivered
ORD-0003436,CUST-03108,PROD-0306,2024-04-11,1,3019.0,0.0,0.0,3019.0,2592.45,426.55,Chandigarh,Punjab,North,Delivered
ORD-0003437,CUST-03581,PROD-0223,2024-01-13,1,1169.0,10.0,116.9,1052.1,709.54,342.56,Mumbai,Maharashtra,West,Delivered
ORD-0003438,CUST-05132,PROD-0312,2024-12-28,3,1029.0,5.0,154.35,2932.65,1333.5,1599.15,Ahmedabad,Gujarat,West,Delivered
ORD-0003439,CUST-04898,PROD-0141,2022-10-04,1,11689.0,20.0,2337.8,9351.2,7244.72,2106.48,Bengaluru,Karnataka,South,Delivered
ORD-0003440,CUST-03740,PROD-0174,2024-09-30,1,669.0,0.0,0.0,669.0,411.33,257.67,Ahmedabad,Gujarat,West,Delivered
ORD-0003441,CUST-02734,PROD-0079,2024-06-30,1,2019.0,0.0,0.0,2019.0,950.49,1068.51,Mumbai,Maharashtra,West,Delivered
ORD-0003442,CUST-00840,PROD-0431,2024-02-05,2,749.0,0.0,0.0,1498.0,913.96,584.04,Bengaluru,Karnataka,South,Delivered
ORD-0003443,CUST-02032,PROD-0039,2023-07-10,1,2659.0,0.0,0.0,2659.0,1086.02,1572.98,Ahmedabad,Gujarat,West,Delivered
ORD-0003444,CUST-03071,PROD-0214,2023-10-09,1,2529.0,10.0,252.9,2276.1,1262.14,1013.96,Bengaluru,Karnataka,South,Delivered
ORD-0003445,CUST-03800,PROD-0250,2023-01-13,1,579.0,0.0,0.0,579.0,282.46,296.54,Chennai,Tamil Nadu,South,Delivered
ORD-0003446,CUST-03350,PROD-0111,2023-07-18,1,3779.0,5.0,188.95,3590.05,2629.39,960.66,Nagpur,Maharashtra,West,Delivered
ORD-0003447,CUST-03746,PROD-0219,2024-10-06,3,2559.0,10.0,767.7,6909.3,4732.68,2176.62,Mumbai,Maharashtra,West,Delivered
ORD-0003448,CUST-02265,PROD-0235,2023-08-16,4,5919.0,0.0,0.0,23676.0,13456.32,10219.68,Visakhapatnam,Andhra Pradesh,South,Delivered
ORD-0003449,CUST-03813,PROD-0130,2024-08-12,1,109.0,10.0,10.9,98.1,85.16,12.94,Bengaluru,Karnataka,South,Delivered
ORD-0003450,CUST-00744,PROD-0355,2024-08-24,1,329.0,0.0,0.0,329.0,145.02,183.98,Ahmedabad,Gujarat,West,Delivered
ORD-0003451,CUST-00848,PROD-0019,2022-04-15,2,619.0,10.0,123.8,1114.2,789.54,324.66,Delhi,Delhi,North,Delivered
ORD-0003452,CUST-00850,PROD-0112,2024-10-24,1,1279.0,10.0,127.9,1151.1,706.89,444.21,Hyderabad,Telangana,South,Delivered
ORD-0003453,CUST-04639,PROD-0345,2024-04-20,1,4479.0,0.0,0.0,4479.0,2811.09,1667.91,Bhubaneswar,Odisha,East,Delivered
ORD-0003454,CUST-00386,PROD-0348,2024-11-11,1,649.0,10.0,64.9,584.1,502.8,81.3,Patna,Bihar,East,Returned
ORD-0003455,CUST-04186,PROD-0154,2024-11-05,3,459.0,30.0,413.1,963.9,671.67,292.23,Guwahati,Assam,East,Delivered
ORD-0003456,CUST-01233,PROD-0378,2022-11-18,2,569.0,10.0,113.8,1024.2,531.48,492.72,Lucknow,Uttar Pradesh,North,Delivered
ORD-0003457,CUST-02460,PROD-0260,2024-06-23,1,699.0,0.0,0.0,699.0,441.12,257.88,Delhi,Delhi,North,Delivered
ORD-0003458,CUST-04767,PROD-0293,2023-09-10,1,679.0,15.0,101.85,577.15,399.96,177.19,Delhi,Delhi,North,Delivered
ORD-0003459,CUST-03074,PROD-0185,2024-04-13,1,6889.0,20.0,1377.8,5511.2,4628.65,882.55,Bengaluru,Karnataka,South,Delivered
ORD-0003460,CUST-01107,PROD-0540,2023-11-22,1,699.0,0.0,0.0,699.0,288.04,410.96,Hyderabad,Telangana,South,Delivered
ORD-0003461,CUST-01495,PROD-0407,2024-11-26,2,699.0,15.0,209.7,1188.3,495.5,692.8,Surat,Gujarat,West,Delivered
ORD-0003462,CUST-04788,PROD-0142,2023-09-30,1,829.0,0.0,0.0,829.0,466.2,362.8,Jaipur,Rajasthan,North,Delivered
ORD-0003463,CUST-02256,PROD-0135,2023-05-21,1,279.0,0.0,0.0,279.0,114.14,164.86,Mumbai,Maharashtra,West,Returned
ORD-0003464,CUST-03079,PROD-0430,2024-12-23,1,649.0,10.0,64.9,584.1,296.25,287.85,Delhi,Delhi,North,Delivered
ORD-0003465,CUST-02416,PROD-0221,2023-12-01,1,6919.0,15.0,1037.85,5881.15,5680.25,200.9,Pune,Maharashtra,West,Delivered
ORD-0003466,CUST-02002,PROD-0051,2023-06-04,3,699.0,0.0,0.0,2097.0,1432.68,664.32,Kolkata,West Bengal,East,Delivered
ORD-0003467,CUST-01177,PROD-0023,2023-12-15,3,279.0,0.0,0.0,837.0,453.06,383.94,Surat,Gujarat,West,Delivered
ORD-0003468,CUST-03608,PROD-0234,2024-04-11,1,179.0,0.0,0.0,179.0,119.01,59.99,Chennai,Tamil Nadu,South,Delivered
ORD-0003469,CUST-03763,PROD-0234,2024-10-12,2,179.0,0.0,0.0,358.0,238.02,119.98,Guwahati,Assam,East,Delivered
ORD-0003470,CUST-01440,PROD-0389,2023-08-29,2,459.0,0.0,0.0,918.0,652.42,265.58,Kochi,Kerala,South,Delivered
ORD-0003471,CUST-04123,PROD-0319,2023-04-25,2,4509.0,0.0,0.0,9018.0,6795.52,2222.48,Hyderabad,Telangana,South,Delivered
ORD-0003472,CUST-04447,PROD-0426,2022-11-12,1,2159.0,15.0,323.85,1835.15,841.56,993.59,Chennai,Tamil Nadu,South,Cancelled
ORD-0003473,CUST-04789,PROD-0177,2022-12-15,1,529.0,5.0,26.45,502.55,292.43,210.12,Patna,Bihar,East,Delivered
ORD-0003474,CUST-00838,PROD-0345,2024-10-29,1,4479.0,10.0,447.9,4031.1,2811.09,1220.01,Bengaluru,Karnataka,South,Delivered
ORD-0003475,CUST-01609,PROD-0485,2024-01-27,1,150.0,0.0,0.0,150.0,97.85,52.15,Indore,Madhya Pradesh,Central,Delivered
ORD-0003476,CUST-04475,PROD-0039,2024-10-26,2,2659.0,10.0,531.8,4786.2,2172.04,2614.16,Chennai,Tamil Nadu,South,Delivered
ORD-0003477,CUST-01044,PROD-0390,2023-11-05,1,769.0,15.0,115.35,653.65,539.01,114.64,Indore,Madhya Pradesh,Central,Delivered
ORD-0003478,CUST-00017,PROD-0397,2024-12-17,1,3209.0,5.0,160.45,3048.55,1328.35,1720.2,Bengaluru,Karnataka,South,Delivered
ORD-0003479,CUST-04537,PROD-0438,2024-01-18,1,3349.0,5.0,167.45,3181.55,1900.37,1281.18,Hyderabad,Telangana,South,Returned
ORD-0003480,CUST-01725,PROD-0156,2024-04-27,1,749.0,5.0,37.45,711.55,440.33,271.22,Mumbai,Maharashtra,West,Delivered
ORD-0003481,CUST-02198,PROD-0234,2024-09-21,1,179.0,5.0,8.95,170.05,119.01,51.04,Ahmedabad,Gujarat,West,Delivered
ORD-0003482,CUST-02356,PROD-0136,2023-07-18,1,3369.0,0.0,0.0,3369.0,2422.25,946.75,Guwahati,Assam,East,Returned
ORD-0003483,CUST-04413,PROD-0174,2023-01-13,1,669.0,10.0,66.9,602.1,411.33,190.77,Lucknow,Uttar Pradesh,North,Delivered
ORD-0003484,CUST-01786,PROD-0533,2022-10-21,4,2499.0,20.0,1999.2,7996.8,6527.64,1469.16,Lucknow,Uttar Pradesh,North,Delivered
ORD-0003485,CUST-04645,PROD-0249,2024-04-10,5,1019.0,0.0,0.0,5095.0,2065.4,3029.6,Ahmedabad,Gujarat,West,Delivered
ORD-0003486,CUST-03242,PROD-0467,2024-08-01,1,5339.0,5.0,266.95,5072.05,3042.07,2029.98,Kolkata,West Bengal,East,Delivered
ORD-0003487,CUST-02761,PROD-0439,2023-05-14,1,1059.0,0.0,0.0,1059.0,665.41,393.59,Kochi,Kerala,South,Delivered
ORD-0003488,CUST-01720,PROD-0249,2024-06-14,1,1019.0,0.0,0.0,1019.0,413.08,605.92,Bengaluru,Karnataka,South,Delivered
ORD-0003489,CUST-01283,PROD-0546,2024-10-23,2,459.0,20.0,183.6,734.4,536.28,198.12,Pune,Maharashtra,West,Cancelled
ORD-0003490,CUST-03283,PROD-0461,2024-04-30,1,329.0,15.0,49.35,279.65,194.72,84.93,Coimbatore,Tamil Nadu,South,Cancelled
ORD-0003491,CUST-02357,PROD-0267,2024-10-09,1,559.0,20.0,111.8,447.2,214.42,232.78,Delhi,Delhi,North,Delivered
ORD-0003492,CUST-04736,PROD-0174,2024-10-05,1,669.0,0.0,0.0,669.0,411.33,257.67,Lucknow,Uttar Pradesh,North,Cancelled
ORD-0003493,CUST-02573,PROD-0043,2023-09-13,1,499.0,15.0,74.85,424.15,232.55,191.6,Lucknow,Uttar Pradesh,North,Delivered
ORD-0003494,CUST-02676,PROD-0258,2024-06-25,1,909.0,5.0,45.45,863.55,441.42,422.13,Delhi,Delhi,North,Cancelled
ORD-0003495,CUST-02208,PROD-0203,2024-09-04,2,3099.0,0.0,0.0,6198.0,2486.96,3711.04,Delhi,Delhi,North,Delivered
ORD-0003496,CUST-04125,PROD-0392,2022-03-07,1,919.0,5.0,45.95,873.05,573.8,299.25,Nagpur,Maharashtra,West,Delivered
ORD-0003497,CUST-02243,PROD-0012,2024-07-25,1,1919.0,10.0,191.9,1727.1,1005.89,721.21,Visakhapatnam,Andhra Pradesh,South,Delivered
ORD-0003498,CUST-01414,PROD-0457,2023-09-24,1,779.0,0.0,0.0,779.0,695.9,83.1,Jaipur,Rajasthan,North,Delivered
ORD-0003499,CUST-04486,PROD-0234,2023-10-03,1,179.0,15.0,26.85,152.15,119.01,33.14,Patna,Bihar,East,Delivered
ORD-0003500,CUST-03136,PROD-0260,2023-12-09,1,699.0,10.0,69.9,629.1,441.12,187.98,Chennai,Tamil Nadu,South,Delivered
ORD-0003501,CUST-03107,PROD-0105,2023-07-24,4,719.0,0.0,0.0,2876.0,1893.4,982.6,Jaipur,Rajasthan,North,Delivered
ORD-0003502,CUST-03209,PROD-0513,2024-07-06,1,669.0,10.0,66.9,602.1,558.96,43.14,Kolkata,West Bengal,East,Delivered
ORD-0003503,CUST-03764,PROD-0226,2024-09-22,1,3019.0,0.0,0.0,3019.0,1065.03,1953.97,Mumbai,Maharashtra,West,Cancelled
ORD-0003504,CUST-01660,PROD-0462,2024-11-25,1,1859.0,10.0,185.9,1673.1,901.15,771.95,Bengaluru,Karnataka,South,Delivered
ORD-0003505,CUST-00169,PROD-0135,2022-07-30,1,279.0,0.0,0.0,279.0,114.14,164.86,CHENNAI,Tamil Nadu,South,Delivered
ORD-0003506,CUST-04233,PROD-0055,2023-10-08,1,6379.0,15.0,956.85,5422.15,3832.56,1589.59,Delhi,Delhi,North,Delivered
ORD-0003507,CUST-00668,PROD-0354,2024-10-28,1,1169.0,0.0,0.0,1169.0,466.08,702.92,Visakhapatnam,Andhra Pradesh,South,Returned
ORD-0003508,CUST-03778,PROD-0540,2022-10-27,4,699.0,10.0,279.6,2516.4,1152.16,1364.24,Mumbai,Maharashtra,West,Delivered
ORD-0003509,CUST-00424,PROD-0359,2022-11-13,2,829.0,25.0,414.5,1243.5,956.58,286.92,Kolkata,West Bengal,East,Returned
ORD-0003510,CUST-01992,PROD-0338,2024-03-14,2,80.0,5.0,8.0,152.0,125.54,26.46,Surat,Gujarat,West,Delivered
ORD-0003511,CUST-00318,PROD-0248,2023-11-15,2,649.0,20.0,259.6,1038.4,851.7,186.7,Hyderabad,Telangana,South,Delivered
ORD-0003512,CUST-02735,PROD-0163,2022-10-04,2,219.0,15.0,65.7,372.3,261.92,110.38,Mumbai,Maharashtra,West,Delivered
ORD-0003513,CUST-03437,PROD-0242,2023-10-10,1,369.0,15.0,55.35,313.65,213.19,100.46,Chennai,Tamil Nadu,South,Delivered
ORD-0003514,CUST-00895,PROD-0084,2024-10-25,1,639.0,10.0,63.9,575.1,323.38,251.72,Mumbai,Maharashtra,West,Delivered
ORD-0003515,CUST-01972,PROD-0151,2023-11-24,1,2439.0,10.0,243.9,2195.1,1479.28,715.82,Kochi,Kerala,South,Delivered
ORD-0003516,CUST-04840,PROD-0269,2024-06-25,1,889.0,10.0,88.9,800.1,564.57,235.53,Bengaluru,Karnataka,South,Delivered
ORD-0003517,CUST-02334,PROD-0081,2024-06-15,1,5879.0,5.0,293.95,5585.05,3819.99,1765.06,Bengaluru,Karnataka,South,Delivered
ORD-0003518,CUST-04190,PROD-0437,2023-05-10,1,179.0,10.0,17.9,161.1,135.47,25.63,Pune,Maharashtra,West,Returned
ORD-0003519,CUST-04824,PROD-0008,2024-06-28,2,3169.0,5.0,316.9,6021.1,3309.52,2711.58,Pune,Maharashtra,West,Delivered
ORD-0003520,CUST-05064,PROD-0179,2024-08-13,1,2569.0,5.0,128.45,2440.55,1107.22,1333.33,Hyderabad,Telangana,South,Delivered
ORD-0003521,CUST-04675,PROD-0288,2023-10-05,1,849.0,0.0,0.0,849.0,591.37,257.63,Chennai,Tamil Nadu,South,Delivered
ORD-0003522,CUST-01678,PROD-0507,2024-06-26,1,3739.0,0.0,0.0,3739.0,1856.58,1882.42,Hyderabad,Telangana,South,Delivered
ORD-0003523,CUST-05000,PROD-0318,2024-12-24,1,319.0,10.0,31.9,287.1,272.36,14.74,Coimbatore,Tamil Nadu,South,Delivered
ORD-0003524,CUST-04239,PROD-0168,2024-01-13,1,979.0,5.0,48.95,930.05,622.02,308.03,Delhi,Delhi,North,Delivered
ORD-0003525,CUST-04357,PROD-0198,2023-03-23,1,1079.0,0.0,0.0,1079.0,779.25,299.75,Pune,Maharashtra,West,Delivered
ORD-0003526,CUST-00073,PROD-0189,2024-08-24,1,4939.0,10.0,493.9,4445.1,4294.28,150.82,Nagpur,Maharashtra,West,Delivered
ORD-0003527,CUST-04953,PROD-0104,2024-04-20,1,329.0,0.0,0.0,329.0,182.96,146.04,Nagpur,Maharashtra,West,Delivered
ORD-0003528,CUST-04064,PROD-0081,2023-09-24,1,5879.0,10.0,587.9,5291.1,3819.99,1471.11,Lucknow,Uttar Pradesh,North,Delivered
ORD-0003529,CUST-04012,PROD-0267,2024-10-17,1,559.0,10.0,55.9,503.1,214.42,288.68,Mumbai,Maharashtra,West,Delivered
ORD-0003530,CUST-00419,PROD-0156,2024-01-30,2,749.0,0.0,0.0,1498.0,880.66,617.34,Pune,Maharashtra,West,Delivered
ORD-0003531,CUST-01226,PROD-0051,2024-12-01,2,699.0,0.0,0.0,1398.0,955.12,442.88,Kochi,Kerala,South,Delivered
ORD-0003532,CUST-04997,PROD-0125,2023-05-18,1,219.0,0.0,0.0,219.0,186.98,32.02,Mumbai,Maharashtra,West,Delivered
ORD-0003533,CUST-02615,PROD-0289,2024-05-02,1,99.0,0.0,0.0,99.0,88.34,10.66,Mumbai,Maharashtra,West,Delivered
ORD-0003534,CUST-02115,PROD-0147,2023-04-14,2,3399.0,0.0,0.0,6798.0,3276.16,3521.84,Chennai,Tamil Nadu,South,Delivered
ORD-0003535,CUST-04372,PROD-0135,2024-02-06,1,279.0,0.0,0.0,279.0,114.14,164.86,Mumbai,Maharashtra,West,Delivered
ORD-0003536,CUST-00449,PROD-0342,2023-01-22,1,989.0,0.0,0.0,989.0,781.54,207.46,Delhi,Delhi,North,Delivered
ORD-0003537,CUST-02209,PROD-0381,2022-12-11,1,909.0,0.0,0.0,909.0,499.45,409.55,Pune,Maharashtra,West,Delivered
ORD-0003538,CUST-01993,PROD-0137,2024-05-15,1,1329.0,5.0,66.45,1262.55,763.4,499.15,Hyderabad,Telangana,South,Cancelled
ORD-0003539,CUST-01845,PROD-0261,2024-12-05,1,1539.0,0.0,0.0,1539.0,1237.66,301.34,Visakhapatnam,Andhra Pradesh,South,Delivered
ORD-0003540,CUST-01631,PROD-0422,2023-06-12,1,849.0,20.0,169.8,679.2,605.52,73.68,Hyderabad,Telangana,South,Delivered
ORD-0003541,CUST-01107,PROD-0382,2024-10-02,1,65779.0,0.0,0.0,65779.0,52600.28,13178.72,Hyderabad,Telangana,South,Delivered
ORD-0003542,CUST-00902,PROD-0039,2024-11-09,1,2659.0,0.0,0.0,2659.0,1086.02,1572.98,Bengaluru,Karnataka,South,Delivered
ORD-0003543,CUST-03370,PROD-0203,2024-06-11,1,3099.0,10.0,309.9,2789.1,1243.48,1545.62,Bhubaneswar,Odisha,East,Delivered
ORD-0003544,CUST-04784,PROD-0399,2023-05-19,1,1079.0,10.0,107.9,971.1,489.62,481.48,Hyderabad,Telangana,South,Returned
ORD-0003545,CUST-02657,PROD-0104,2024-06-13,1,329.0,0.0,0.0,329.0,182.96,146.04,Jaipur,Rajasthan,North,Delivered
ORD-0003546,CUST-01576,PROD-0112,2022-02-12,1,1279.0,5.0,63.95,1215.05,706.89,508.16,Hyderabad,Telangana,South,Delivered
ORD-0003547,CUST-00825,PROD-0350,2023-12-03,1,3569.0,10.0,356.9,3212.1,2125.8,1086.3,Bengaluru,Karnataka,South,Delivered
ORD-0003548,CUST-04325,PROD-0163,2024-06-28,1,219.0,0.0,0.0,219.0,130.96,88.04,Delhi,Delhi,North,Delivered
ORD-0003549,CUST-05047,PROD-0182,2023-03-03,1,1199.0,5.0,59.95,1139.05,1077.96,61.09,Delhi,Delhi,North,Delivered
ORD-0003550,CUST-01842,PROD-0290,2023-07-14,1,2259.0,0.0,0.0,2259.0,1393.28,865.72,Jaipur,Rajasthan,North,Delivered
ORD-0003551,CUST-01535,PROD-0416,2023-11-03,1,379.0,0.0,0.0,379.0,210.39,168.61,Chennai,Tamil Nadu,South,Delivered
ORD-0003552,CUST-03158,PROD-0275,2024-07-25,1,3799.0,5.0,189.95,3609.05,1742.75,1866.3,Bengaluru,Karnataka,South,Cancelled
ORD-0003553,CUST-04049,PROD-0490,2024-07-11,1,4209.0,0.0,0.0,4209.0,1453.48,2755.52,Chennai,Tamil Nadu,South,Delivered
ORD-0003554,CUST-02396,PROD-0060,2024-05-10,1,409.0,0.0,0.0,409.0,281.47,127.53,Chandigarh,Punjab,North,Delivered
ORD-0003555,CUST-03314,PROD-0417,2024-09-02,2,989.0,15.0,296.7,1681.3,815.82,865.48,Patna,Bihar,East,Delivered
ORD-0003556,CUST-03756,PROD-0301,2024-06-09,3,1079.0,0.0,0.0,3237.0,2100.33,1136.67,Kolkata,West Bengal,East,Delivered
ORD-0003557,CUST-04986,PROD-0447,2023-07-15,1,469.0,0.0,0.0,469.0,362.31,106.69,Chennai,Tamil Nadu,South,Delivered
ORD-0003558,CUST-00861,PROD-0177,2024-07-29,4,529.0,0.0,0.0,2116.0,1169.72,946.28,Bengaluru,Karnataka,South,Returned
ORD-0003559,CUST-05189,PROD-0267,2024-11-21,1,559.0,10.0,55.9,503.1,214.42,288.68,Delhi,Delhi,North,Delivered
ORD-0003560,CUST-02079,PROD-0454,2024-07-18,1,839.0,15.0,125.85,713.15,355.41,357.74,Mumbai,Maharashtra,West,Delivered
ORD-0003561,CUST-03787,PROD-0457,2024-10-14,2,779.0,0.0,0.0,1558.0,1391.8,166.2,Delhi,Delhi,North,Delivered
ORD-0003562,CUST-03005,PROD-0214,2022-01-27,1,2529.0,0.0,0.0,2529.0,1262.14,1266.86,Bengaluru,Karnataka,South,Delivered
ORD-0003563,CUST-02545,PROD-0452,2024-06-01,4,3129.0,10.0,1251.6,11264.4,8917.56,2346.84,Pune,Maharashtra,West,Cancelled
ORD-0003564,CUST-03666,PROD-0378,2022-07-22,1,569.0,5.0,28.45,540.55,265.74,274.81,Visakhapatnam,Andhra Pradesh,South,Delivered
ORD-0003565,CUST-02100,PROD-0232,2024-05-18,1,269.0,0.0,0.0,269.0,187.33,81.67,Bengaluru,Karnataka,South,Delivered
ORD-0003566,CUST-00652,PROD-0534,2022-05-12,2,749.0,5.0,74.9,1423.1,751.74,671.36,Delhi,Delhi,North,Delivered
ORD-0003567,CUST-02557,PROD-0019,2023-06-08,1,619.0,0.0,0.0,619.0,394.77,224.23,Lucknow,Uttar Pradesh,North,Delivered
ORD-0003568,CUST-02734,PROD-0217,2024-03-12,1,4079.0,0.0,0.0,4079.0,2910.25,1168.75,Mumbai,Maharashtra,West,Delivered
ORD-0003569,CUST-01066,PROD-0173,2023-09-21,1,239.0,0.0,0.0,239.0,118.19,120.81,Mumbai,Maharashtra,West,Delivered
ORD-0003570,CUST-04867,PROD-0512,2024-06-25,1,619.0,0.0,0.0,619.0,218.21,400.79,Kolkata,West Bengal,East,Delivered
ORD-0003571,CUST-01198,PROD-0057,2023-09-18,1,619.0,5.0,30.95,588.05,369.83,218.22,Bengaluru,Karnataka,South,Delivered
ORD-0003572,CUST-02169,PROD-0348,2024-08-13,1,649.0,5.0,32.45,616.55,502.8,113.75,Kochi,Kerala,South,Delivered
ORD-0003573,CUST-00802,PROD-0397,2023-11-14,2,3209.0,0.0,0.0,6418.0,2656.7,3761.3,Lucknow,Uttar Pradesh,North,Cancelled
ORD-0003574,CUST-02807,PROD-0106,2022-01-25,1,3229.0,20.0,645.8,2583.2,1761.65,821.55,Delhi,Delhi,North,Returned
ORD-0003575,CUST-01630,PROD-0084,2022-11-22,3,639.0,15.0,287.55,1629.45,970.14,659.31,Chennai,Tamil Nadu,South,Delivered
ORD-0003576,CUST-02560,PROD-0028,2023-09-01,1,589.0,10.0,58.9,530.1,428.8,101.3,Chennai,Tamil Nadu,South,Delivered
ORD-0003577,CUST-01181,PROD-0092,2024-01-25,2,539.0,0.0,0.0,1078.0,544.32,533.68,Ahmedabad,Gujarat,West,Delivered
ORD-0003578,CUST-00277,PROD-0444,2024-03-01,2,309.0,10.0,61.8,556.2,325.4,230.8,Surat,Gujarat,West,Delivered
ORD-0003579,CUST-04068,PROD-0517,2024-10-15,1,5969.0,10.0,596.9,5372.1,3116.34,2255.76,Delhi,Delhi,North,Delivered
ORD-0003580,CUST-03374,PROD-0495,2023-07-05,2,689.0,0.0,0.0,1378.0,545.68,832.32,Bengaluru,Karnataka,South,Delivered
ORD-0003581,CUST-01806,PROD-0206,2022-01-17,1,969.0,5.0,48.45,920.55,577.64,342.91,Visakhapatnam,Andhra Pradesh,South,Delivered
ORD-0003582,CUST-00243,PROD-0400,2022-12-04,1,569.0,0.0,0.0,569.0,312.45,256.55,Surat,Gujarat,West,Delivered
ORD-0003583,CUST-04504,PROD-0455,2022-05-20,1,879.0,0.0,0.0,879.0,569.0,310.0,VISAKHAPATNAM,Andhra Pradesh,South,Delivered
ORD-0003584,CUST-00884,PROD-0446,2024-08-24,1,619.0,0.0,0.0,619.0,322.87,296.13,Pune,Maharashtra,West,Delivered
ORD-0003585,CUST-04842,PROD-0036,2022-08-05,2,2019.0,15.0,605.7,3432.3,3535.86,-103.56,Jaipur,Rajasthan,North,Delivered
ORD-0003586,CUST-02509,PROD-0125,2023-04-06,2,219.0,5.0,21.9,416.1,373.96,42.14,Pune,Maharashtra,West,Delivered
ORD-0003587,CUST-01803,PROD-0513,2022-07-28,1,669.0,10.0,66.9,602.1,558.96,43.14,Kochi,Kerala,South,Delivered
ORD-0003588,CUST-03889,PROD-0408,2023-10-08,1,669.0,0.0,0.0,669.0,442.5,226.5,Coimbatore,Tamil Nadu,South,Delivered
ORD-0003589,CUST-04568,PROD-0459,2023-09-29,1,2789.0,0.0,0.0,2789.0,1225.67,1563.33,mumbai,Maharashtra,West,Cancelled
ORD-0003590,CUST-01966,PROD-0286,2024-06-06,1,589.0,0.0,0.0,589.0,316.07,272.93,Delhi,Delhi,North,Delivered
ORD-0003591,CUST-02159,PROD-0224,2023-09-12,1,1429.0,5.0,71.45,1357.55,711.28,646.27,Mumbai,Maharashtra,West,Delivered
ORD-0003592,CUST-02284,PROD-0362,2023-10-28,1,1949.0,10.0,194.9,1754.1,1217.79,536.31,Indore,Madhya Pradesh,Central,Delivered
ORD-0003593,CUST-04798,PROD-0261,2024-11-18,1,1539.0,15.0,230.85,1308.15,1237.66,70.49,Chandigarh,Punjab,North,Delivered
ORD-0003594,CUST-03637,PROD-0211,2023-03-18,3,1039.0,5.0,155.85,2961.15,2713.65,247.5,Kolkata,West Bengal,East,Delivered
ORD-0003595,CUST-01304,PROD-0195,2023-05-05,1,309.0,15.0,46.35,262.65,254.25,8.4,Mumbai,Maharashtra,West,Delivered
ORD-0003596,CUST-00970,PROD-0090,2023-11-29,2,18739.0,30.0,11243.4,26234.6,30977.16,-4742.56,Chennai,Tamil Nadu,South,Delivered
ORD-0003597,CUST-01218,PROD-0293,2023-03-13,1,679.0,5.0,33.95,645.05,399.96,245.09,Mumbai,Maharashtra,West,Delivered
ORD-0003598,CUST-01382,PROD-0289,2024-08-13,4,99.0,20.0,79.2,316.8,353.36,-36.56,Delhi,Delhi,North,Delivered
ORD-0003599,CUST-01217,PROD-0331,2023-10-29,2,759.0,15.0,227.7,1290.3,545.86,744.44,Bengaluru,Karnataka,South,Delivered
ORD-0003600,CUST-03464,PROD-0065,2024-03-22,1,669.0,20.0,133.8,535.2,446.91,88.29,Bengaluru,Karnataka,South,Cancelled
ORD-0003601,CUST-00600,PROD-0501,2023-02-14,1,1499.0,0.0,0.0,1499.0,896.55,602.45,Chandigarh,Punjab,North,Delivered
ORD-0003602,CUST-02049,PROD-0411,2023-09-23,3,1279.0,20.0,767.4,3069.6,1810.11,1259.49,Bengaluru,Karnataka,South,Delivered
ORD-0003603,CUST-03287,PROD-0073,2024-06-21,1,2739.0,0.0,0.0,2739.0,1033.88,1705.12,Pune,Maharashtra,West,Delivered
ORD-0003604,CUST-01535,PROD-0044,2024-05-16,1,709.0,0.0,0.0,709.0,389.26,319.74,Chennai,Tamil Nadu,South,Delivered
ORD-0003605,CUST-00331,PROD-0357,2024-02-26,2,4409.0,0.0,0.0,8818.0,4479.88,4338.12,Hyderabad,Telangana,South,Delivered
ORD-0003606,CUST-00421,PROD-0191,2024-08-19,1,2199.0,5.0,109.95,2089.05,1239.09,849.96,Bengaluru,Karnataka,South,Delivered
ORD-0003607,CUST-00651,PROD-0178,2024-04-13,4,549.0,0.0,0.0,2196.0,1938.08,257.92,Coimbatore,Tamil Nadu,South,Delivered
ORD-0003608,CUST-04348,PROD-0461,2024-01-17,2,329.0,0.0,0.0,658.0,389.44,268.56,Bengaluru,Karnataka,South,Delivered
ORD-0003609,CUST-03462,PROD-0195,2024-02-14,1,309.0,0.0,0.0,309.0,254.25,54.75,Ahmedabad,Gujarat,West,Delivered
